SucursalID,ClienteID,NombreSucursal,Direccion,Provincia,Localidad,Latitud,Longitud,CodigoPostal
564,253,Sucursal 1,Diag. San Salvador de Jujuy N° 4795,Chaco,Resistencia,-27.450257,-58.983029,3500
565,253,Sucursal 2,Calle Mar del Plata N° 858,Misiones,Puerto Iguazú,-25.596412,-54.57817,3370
566,254,Sucursal 1,Avenida 3 N° 396,Corrientes,Curuzú Cuatiá,-29.791728,-58.055931,3460
567,254,Sucursal 2,Diagonal 3 N° 662,Misiones,Posadas,-27.366182,-55.894837,3300
568,255,Sucursal 1,Blv. Jujuy N° 847,Entre Ríos,Paraná,-31.742527,-60.509174,3100
569,255,Sucursal 2,Av. 1 N° 51,Entre Ríos,Gualeguay,-33.139523,-59.317521,2840
570,255,Sucursal 3,Calle 7 N° 398,Formosa,Ingeniero Juárez,-23.899874,-61.850298,3636
571,255,Sucursal 4,Avenida Jujuy N° 992,Chaco,Resistencia,-27.452997,-58.988461,3500
572,256,Sucursal 1,Avenida Alvear N° 95,Chaco,Barranqueras,-27.482328,-58.930657,3503
573,256,Sucursal 2,Av. 8 N° 218,Entre Ríos,Gualeguaychú,-33.006302,-58.512537,2820
574,256,Sucursal 3,Avenida Saavedra N° 64,Misiones,Eldorado,-26.402382,-54.619317,3380
575,256,Sucursal 4,Calle 128 B N° 94,Formosa,Formosa Capital,-26.183009,-58.186142,3600
576,257,Sucursal 1,Diag. Viedma N° 392,Formosa,Clorinda,-25.28171,-57.7192,3610
577,257,Sucursal 2,Avenida G. Brown N° 603,Chaco,Villa Ángela,-27.582591,-60.719194,3540
578,258,Sucursal 1,Av. Mendoza N° 427,Chaco,Charata,-27.218324,-61.198574,3730
579,258,Sucursal 2,Avenida 186 B N° 7237,Misiones,Apóstoles,-27.915941,-55.768912,3350
580,259,Sucursal 1,Av. Alem N° 93,Corrientes,Corrientes Capital,-27.483289,-58.835459,3400
581,259,Sucursal 2,Calle Neuquén N° 5662,Misiones,Posadas,-27.364915,-55.896297,3300
582,260,Sucursal 1,Diagonal Comodoro Rivadavia N° 93,Chaco,Villa Ángela,-27.583009,-60.718889,3540
583,260,Sucursal 2,Blv. Tucumán N° 982,Entre Ríos,Gualeguaychú,-33.007564,-58.510255,2820
584,260,Sucursal 3,Diagonal Alvear N° 664,Misiones,Apóstoles,-27.915914,-55.765885,3350
585,260,Sucursal 4,Avenida La Pampa N° 768,Formosa,Ingeniero Juárez,-23.90039,-61.849161,3636
586,261,Sucursal 1,Diagonal Córdoba N° 185,Chaco,Charata,-27.214246,-61.20011,3730
587,261,Sucursal 2,Diagonal Salta N° 8298,Chaco,Barranqueras,-27.481472,-58.933649,3503
588,261,Sucursal 3,Av. Chilecito N° 55,Misiones,Oberá,-27.483827,-55.118766,3360
589,261,Sucursal 4,Avenida Corrientes N° 14,Corrientes,Corrientes Capital,-27.483499,-58.832708,3400
590,262,Sucursal 1,Calle 194 B N° 5954,Misiones,Oberá,-27.484579,-55.116489,3360
591,262,Sucursal 2,Calle Tucumán N° 3686,Entre Ríos,Gualeguaychú,-33.005267,-58.508118,2820
592,262,Sucursal 3,Calle 159 Bis N° 190,Formosa,Formosa Capital,-26.184502,-58.181705,3600
593,263,Sucursal 1,Diagonal La Rioja N° 711,Formosa,El Colorado,-26.301613,-59.369657,3603
594,263,Sucursal 2,Camino Pte. Perón N° 67,Misiones,Oberá,-27.485169,-55.114407,3360
595,264,Sucursal 1,Diagonal Córdoba N° 91,Misiones,Eldorado,-26.401501,-54.61541,3380
596,264,Sucursal 2,Boulevard J.M. de Rosas N° 9298,Entre Ríos,Paraná,-31.742562,-60.51223,3100
597,265,Sucursal 1,Blv. G. Brown N° 2938,Corrientes,Curuzú Cuatiá,-29.790167,-58.055863,3460
598,265,Sucursal 2,Diagonal J.M. de Rosas N° 45,Entre Ríos,Gualeguay,-33.1399,-59.316021,2840
599,265,Sucursal 3,Av. J.B. Alberdi N° 587,Entre Ríos,Gualeguaychú,-33.006692,-58.512092,2820
600,266,Sucursal 1,Av. Neuquén N° 1879,Formosa,Pirané,-25.731447,-59.117223,3606
601,266,Sucursal 2,Av. Entre Ríos N° 62,Corrientes,Curuzú Cuatiá,-29.791606,-58.055562,3460
602,266,Sucursal 3,Camino 2 N° 4377,Entre Ríos,Paraná,-31.742168,-60.511783,3100
603,266,Sucursal 4,Blv. Rawson N° 741,Entre Ríos,Gualeguaychú,-33.007063,-58.512673,2820
604,267,Sucursal 1,Diagonal Alvear N° 809,Corrientes,Mercedes,-29.184002,-58.07869,3470
605,267,Sucursal 2,Diagonal 1 N° 159,Chaco,Resistencia,-27.448266,-58.986907,3500
606,268,Sucursal 1,Diag. Santiago del Estero N° 990,Entre Ríos,Gualeguaychú,-33.00817,-58.513751,2820
607,268,Sucursal 2,Diagonal Alem N° 58,Corrientes,Curuzú Cuatiá,-29.791796,-58.054339,3460
608,269,Sucursal 1,Diagonal J.B. Alberdi N° 410,Misiones,Puerto Iguazú,-25.598331,-54.576803,3370
609,269,Sucursal 2,Diagonal Formosa N° 91,Misiones,Oberá,-27.483518,-55.114951,3360
610,269,Sucursal 3,Calle Paraná N° 9579,Misiones,Posadas,-27.369619,-55.894597,3300
611,270,Sucursal 1,Calle Ciudad Autónoma de Buenos Aires N° 85,Corrientes,Goya,-29.141801,-59.263345,3450
612,271,Sucursal 1,Av. 5 N° 44,Chaco,Resistencia,-27.452947,-58.983551,3500
613,271,Sucursal 2,Avenida Resistencia N° 583,Misiones,Eldorado,-26.39803,-54.618968,3380
614,272,Sucursal 1,Av. 6 N° 563,Misiones,Eldorado,-26.398373,-54.617042,3380
615,273,Sucursal 1,Diag. J.B. Alberdi N° 62,Chaco,Sáenz Peña,-26.792435,-60.436474,3700
616,274,Sucursal 1,Calle Merlo N° 707,Formosa,Formosa Capital,-26.183965,-58.180533,3600
617,275,Sucursal 1,Diagonal 4 N° 259,Chaco,Resistencia,-27.450325,-58.988347,3500
618,275,Sucursal 2,Av. 7 N° 630,Formosa,Pirané,-25.733174,-59.11818,3606
619,276,Sucursal 1,Avenida Saavedra N° 33,Chaco,Sáenz Peña,-26.793037,-60.440787,3700
620,276,Sucursal 2,Blv. Mitre N° 7090,Entre Ríos,Concordia,-31.384993,-58.019022,3200
621,277,Sucursal 1,Calle 100 Bis N° 6690,Misiones,Posadas,-27.37001,-55.894334,3300
622,277,Sucursal 2,Diagonal San Juan N° 330,Formosa,Ingeniero Juárez,-23.902282,-61.848265,3636
623,278,Sucursal 1,Diagonal Santiago del Estero N° 524,Corrientes,Goya,-29.139914,-59.261555,3450
624,279,Sucursal 1,Boulevard Saavedra N° 324,Misiones,Oberá,-27.481675,-55.118208,3360
625,280,Sucursal 1,Diagonal Catamarca N° 988,Corrientes,Curuzú Cuatiá,-29.788584,-58.055269,3460
626,280,Sucursal 2,Av. 1 N° 1437,Entre Ríos,Gualeguay,-33.140949,-59.319341,2840
627,281,Sucursal 1,Calle Omar Nuñez N° 584,Corrientes,Mercedes,-29.180092,-58.077151,3470
628,281,Sucursal 2,Diagonal San Salvador de Jujuy N° 65,Corrientes,Mercedes,-29.181373,-58.08,3470
629,281,Sucursal 3,Calle Merlo N° 739,Formosa,Pirané,-25.731569,-59.11516,3606
630,281,Sucursal 4,Avenida 6 N° 352,Misiones,Apóstoles,-27.915301,-55.769572,3350
631,282,Sucursal 1,Av. Posadas N° 245,Misiones,Oberá,-27.481954,-55.118196,3360
632,282,Sucursal 2,Boulevard Omar Nuñez N° 2144,Corrientes,Goya,-29.140488,-59.263075,3450
633,283,Sucursal 1,Boulevard San Miguel de Tucumán N° 278,Formosa,Pirané,-25.732118,-59.118561,3606
634,283,Sucursal 2,Diag. 6 N° 567,Chaco,Resistencia,-27.450838,-58.986658,3500
635,284,Sucursal 1,Calle 106 B N° 694,Chaco,Villa Ángela,-27.581094,-60.716108,3540
636,284,Sucursal 2,Diagonal San Ferando del Valle de Catamarca N° 645,Formosa,Pirané,-25.735338,-59.116513,3606
637,285,Sucursal 1,Blv. 1 N° 1262,Chaco,Charata,-27.214783,-61.19975,3730
638,285,Sucursal 2,Diagonal Alem N° 1583,Misiones,Apóstoles,-27.919696,-55.765872,3350
639,285,Sucursal 3,Av. Chubut N° 265,Misiones,Eldorado,-26.398598,-54.614402,3380
640,286,Sucursal 1,Avenida Buenos Aires N° 3043,Entre Ríos,Gualeguay,-33.140979,-59.317776,2840
641,286,Sucursal 2,Avenida 5 N° 415,Corrientes,Curuzú Cuatiá,-29.78875,-58.054066,3460
642,287,Sucursal 1,Blv. Alvear N° 598,Chaco,Sáenz Peña,-26.792056,-60.438115,3700
643,287,Sucursal 2,Av. San Martin N° 333,Formosa,Pirané,-25.735375,-59.118001,3606
644,287,Sucursal 3,Avenida Formosa N° 2536,Misiones,Puerto Iguazú,-25.596355,-54.580937,3370
645,288,Sucursal 1,Calle J.M. de Rosas N° 434,Corrientes,Goya,-29.138389,-59.264921,3450
646,289,Sucursal 1,Blv. Salta N° 43,Chaco,Sáenz Peña,-26.794558,-60.43995,3700
647,290,Sucursal 1,Av. Catamarca N° 3714,Formosa,Ingeniero Juárez,-23.899149,-61.850668,3636
648,291,Sucursal 1,Avenida Tierra del Fuego N° 5716,Formosa,Clorinda,-25.282556,-57.716158,3610
649,291,Sucursal 2,Diagonal Rosario N° 918,Corrientes,Goya,-29.141202,-59.262064,3450
650,292,Sucursal 1,Avenida 127 Bis N° 467,Corrientes,Corrientes Capital,-27.477919,-58.836348,3400
651,292,Sucursal 2,Diagonal 183 A N° 4124,Formosa,Formosa Capital,-26.18073,-58.181308,3600
652,293,Sucursal 1,Calle Río Negro N° 29,Entre Ríos,Paraná,-31.744536,-60.511152,3100
653,293,Sucursal 2,Avenida 7 N° 376,Misiones,Puerto Iguazú,-25.595268,-54.576835,3370
654,293,Sucursal 3,Av. San Ferando del Valle de Catamarca N° 705,Corrientes,Goya,-29.138458,-59.264105,3450
655,294,Sucursal 1,Diagonal 4 N° 778,Entre Ríos,Concepción del Uruguay,-32.485178,-58.238377,3260
656,294,Sucursal 2,Av. Merlo N° 990,Chaco,Sáenz Peña,-26.789436,-60.440517,3700
657,294,Sucursal 3,Av. Rawson N° 842,Entre Ríos,Concepción del Uruguay,-32.484214,-58.237888,3260
658,295,Sucursal 1,Blv. Neuquén N° 66,Formosa,Clorinda,-25.282359,-57.71628,3610
659,296,Sucursal 1,Diagonal Viedma N° 1390,Formosa,Pirané,-25.731805,-59.117209,3606
660,297,Sucursal 1,Avenida J.M. de Rosas N° 2770,Entre Ríos,Gualeguay,-33.140868,-59.317552,2840
661,297,Sucursal 2,Diagonal J.J. Castelli N° 969,Misiones,Apóstoles,-27.915485,-55.767138,3350
662,298,Sucursal 1,Diagonal Mendoza N° 83,Chaco,Resistencia,-27.449345,-58.9853,3500
663,299,Sucursal 1,Avenida Corrientes N° 276,Entre Ríos,Concordia,-31.385351,-58.013709,3200
664,299,Sucursal 2,Av. 1 N° 83,Misiones,Apóstoles,-27.914099,-55.764285,3350
665,300,Sucursal 1,Av. San Martin N° 127,Misiones,Oberá,-27.483826,-55.115901,3360
666,300,Sucursal 2,Diagonal J.M. de Rosas N° 818,Entre Ríos,Concepción del Uruguay,-32.483659,-58.238756,3260
667,301,Sucursal 1,Av. 9 N° 2174,Misiones,Eldorado,-26.398406,-54.614143,3380
668,302,Sucursal 1,Avenida 5 N° 5595,Misiones,Oberá,-27.48053,-55.117015,3360
669,302,Sucursal 2,Calle J.J. Castelli N° 42,Misiones,Eldorado,-26.402999,-54.619492,3380
670,302,Sucursal 3,Calle 3 N° 8581,Chaco,Charata,-27.216125,-61.199894,3730
671,302,Sucursal 4,Calle 7 N° 328,Chaco,Charata,-27.219661,-61.197094,3730
672,303,Sucursal 1,Av. Rosario N° 909,Misiones,Posadas,-27.36997,-55.894168,3300
673,303,Sucursal 2,Diagonal San Martin N° 179,Entre Ríos,Gualeguaychú,-33.005866,-58.508285,2820
674,304,Sucursal 1,Calle Ciudad Autónoma de Buenos Aires N° 851,Formosa,Pirané,-25.732876,-59.11627,3606
675,304,Sucursal 2,Boulevard 3 N° 765,Corrientes,Paso de los Libres,-29.715574,-57.088366,3230
676,304,Sucursal 3,Diagonal Malvinas Argentinas N° 7181,Corrientes,Mercedes,-29.18271,-58.076562,3470
677,304,Sucursal 4,Avenida Rivadavia N° 3364,Chaco,Barranqueras,-27.484902,-58.931434,3503
678,305,Sucursal 1,Calle 8 N° 32,Formosa,Ingeniero Juárez,-23.900601,-61.847493,3636
679,306,Sucursal 1,Calle Alvear N° 880,Entre Ríos,Concepción del Uruguay,-32.483652,-58.237305,3260
680,307,Sucursal 1,Av. San Martin N° 67,Entre Ríos,Gualeguaychú,-33.006583,-58.508883,2820
681,307,Sucursal 2,Calle Neuquén N° 8387,Corrientes,Paso de los Libres,-29.712229,-57.088698,3230
682,308,Sucursal 1,Diagonal 9 N° 868,Corrientes,Curuzú Cuatiá,-29.788019,-58.051769,3460
683,308,Sucursal 2,Avenida 8 N° 289,Misiones,Posadas,-27.368012,-55.894197,3300
684,309,Sucursal 1,Av. Constitución N° 4738,Corrientes,Paso de los Libres,-29.710581,-57.08914,3230
685,309,Sucursal 2,Av. Pte. Perón N° 76,Entre Ríos,Paraná,-31.739803,-60.508928,3100
686,310,Sucursal 1,Av. La Rioja N° 572,Entre Ríos,Gualeguay,-33.140907,-59.319375,2840
687,310,Sucursal 2,Av. Córdoba N° 2083,Formosa,Clorinda,-25.286053,-57.71646,3610
688,310,Sucursal 3,Camino Santa Fe N° 741,Corrientes,Mercedes,-29.182339,-58.077713,3470
689,310,Sucursal 4,Calle San Martin N° 7025,Corrientes,Mercedes,-29.183997,-58.077511,3470
690,311,Sucursal 1,Av. Neuquén N° 341,Misiones,Apóstoles,-27.915183,-55.766248,3350
691,311,Sucursal 2,Av. Belgrano N° 791,Corrientes,Curuzú Cuatiá,-29.791367,-58.055561,3460
692,311,Sucursal 3,Calle Viedma N° 164,Misiones,Eldorado,-26.402112,-54.617683,3380
693,312,Sucursal 1,Avenida San Luis N° 981,Formosa,Ingeniero Juárez,-23.898528,-61.849711,3636
694,312,Sucursal 2,Boulevard 178 B N° 5124,Chaco,Villa Ángela,-27.58579,-60.716689,3540
695,313,Sucursal 1,Avenida 190 Bis N° 856,Corrientes,Mercedes,-29.179728,-58.079014,3470
696,313,Sucursal 2,Diagonal Córdoba N° 5451,Chaco,Sáenz Peña,-26.792273,-60.437187,3700
697,313,Sucursal 3,Calle Neuquén N° 927,Chaco,Sáenz Peña,-26.791833,-60.435118,3700
698,313,Sucursal 4,Diagonal 9 N° 32,Formosa,Clorinda,-25.284823,-57.71927,3610
699,313,Sucursal 5,Av. Ciudad Autónoma de Buenos Aires N° 27,Entre Ríos,Gualeguay,-33.14212,-59.315592,2840
700,314,Sucursal 1,Av. Santa Cruz N° 6453,Corrientes,Curuzú Cuatiá,-29.792025,-58.054819,3460
701,314,Sucursal 2,Calle Rosario N° 965,Misiones,Oberá,-27.48421,-55.117776,3360
702,314,Sucursal 3,Diagonal J.B. Alberdi N° 26,Formosa,El Colorado,-26.299068,-59.365082,3603
703,314,Sucursal 4,Calle 1 N° 36,Chaco,Resistencia,-27.448174,-58.984903,3500
704,315,Sucursal 1,Diagonal 9 N° 8029,Formosa,El Colorado,-26.302125,-59.369431,3603
705,315,Sucursal 2,Calle 7 N° 234,Chaco,Barranqueras,-27.485102,-58.934057,3503
706,316,Sucursal 1,Avenida 5 N° 758,Corrientes,Curuzú Cuatiá,-29.792026,-58.056973,3460
707,316,Sucursal 2,Calle Santa Fe N° 46,Formosa,El Colorado,-26.29744,-59.364487,3603
708,316,Sucursal 3,Avenida 3 N° 169,Chaco,Charata,-27.219618,-61.198837,3730
709,316,Sucursal 4,Blv. Constitución N° 369,Corrientes,Paso de los Libres,-29.713969,-57.087673,3230
710,317,Sucursal 1,Av. Omar Nuñez N° 664,Chaco,Sáenz Peña,-26.79076,-60.439829,3700
711,317,Sucursal 2,Calle Santiago del Estero N° 8693,Formosa,Pirané,-25.73316,-59.118148,3606
712,318,Sucursal 1,Av. 1 N° 568,Formosa,El Colorado,-26.29862,-59.368852,3603
713,318,Sucursal 2,Diagonal Mendoza N° 183,Entre Ríos,Gualeguaychú,-33.00679,-58.51154,2820
714,319,Sucursal 1,Calle Malvinas Argentinas N° 3355,Chaco,Villa Ángela,-27.585278,-60.717996,3540
715,320,Sucursal 1,Av. Entre Ríos N° 108,Formosa,El Colorado,-26.301372,-59.36691,3603
716,320,Sucursal 2,Av. 2 N° 63,Corrientes,Corrientes Capital,-27.4831,-58.833638,3400
717,320,Sucursal 3,Calle 1 N° 94,Entre Ríos,Concordia,-31.381188,-58.015739,3200
718,320,Sucursal 4,Diagonal 8 N° 9895,Corrientes,Paso de los Libres,-29.715686,-57.085296,3230
719,321,Sucursal 1,Calle Santa Fe N° 58,Chaco,Barranqueras,-27.480421,-58.933249,3503
720,321,Sucursal 2,Avenida 8 N° 45,Entre Ríos,Gualeguaychú,-33.010202,-58.511907,2820
721,322,Sucursal 1,Calle Corrientes N° 253,Chaco,Resistencia,-27.452907,-58.982799,3500
722,323,Sucursal 1,Boulevard 6 N° 678,Corrientes,Goya,-29.141916,-59.262524,3450
723,324,Sucursal 1,Calle San Juan N° 5316,Formosa,Formosa Capital,-26.18394,-58.185358,3600
724,324,Sucursal 2,Boulevard 6 N° 768,Misiones,Oberá,-27.482194,-55.117568,3360
725,325,Sucursal 1,Av. Córdoba N° 68,Chaco,Barranqueras,-27.480324,-58.930428,3503
726,325,Sucursal 2,Avenida San Salvador de Jujuy N° 572,Chaco,Villa Ángela,-27.581429,-60.715945,3540
727,325,Sucursal 3,Av. 9 N° 7937,Misiones,Eldorado,-26.397658,-54.614811,3380
728,326,Sucursal 1,Av. Alvear N° 417,Formosa,Pirané,-25.730605,-59.118347,3606
729,326,Sucursal 2,Diagonal Mitre N° 1380,Misiones,Posadas,-27.364717,-55.895158,3300
730,327,Sucursal 1,Calle 150 B N° 64,Entre Ríos,Concepción del Uruguay,-32.483307,-58.234436,3260
731,328,Sucursal 1,Calle Santiago del Estero N° 5555,Misiones,Puerto Iguazú,-25.598758,-54.580684,3370
732,329,Sucursal 1,Avenida Mitre N° 512,Formosa,El Colorado,-26.301024,-59.366447,3603
733,329,Sucursal 2,Av. Santa Fe N° 237,Chaco,Sáenz Peña,-26.791285,-60.437614,3700
734,330,Sucursal 1,Avenida Tucumán N° 815,Corrientes,Mercedes,-29.182446,-58.077669,3470
735,331,Sucursal 1,Avenida Güemes N° 3575,Misiones,Puerto Iguazú,-25.594226,-54.575745,3370
736,332,Sucursal 1,Av. San Luis N° 2079,Entre Ríos,Paraná,-31.739302,-60.508997,3100
737,333,Sucursal 1,Av. San Miguel de Tucumán N° 415,Corrientes,Curuzú Cuatiá,-29.789356,-58.051608,3460
738,333,Sucursal 2,Av. 147 B N° 317,Corrientes,Paso de los Libres,-29.714695,-57.085463,3230
739,334,Sucursal 1,Av. San Luis N° 235,Entre Ríos,Concepción del Uruguay,-32.485423,-58.238288,3260
740,334,Sucursal 2,Calle 1 N° 1438,Misiones,Puerto Iguazú,-25.594433,-54.57978,3370
741,335,Sucursal 1,Av. 3 N° 23,Entre Ríos,Paraná,-31.7393,-60.512857,3100
742,335,Sucursal 2,Boulevard Bahía Blanca N° 6276,Entre Ríos,Gualeguay,-33.143572,-59.318911,2840
743,335,Sucursal 3,Diagonal J.M. de Rosas N° 65,Corrientes,Corrientes Capital,-27.478925,-58.833928,3400
744,335,Sucursal 4,Diagonal G. Brown N° 4722,Chaco,Villa Ángela,-27.582666,-60.716026,3540
745,336,Sucursal 1,Avenida 135 Bis N° 419,Chaco,Barranqueras,-27.482176,-58.934144,3503
746,337,Sucursal 1,Diagonal Mitre N° 8756,Corrientes,Mercedes,-29.181286,-58.078272,3470
747,337,Sucursal 2,Camino Misiones N° 174,Entre Ríos,Gualeguaychú,-33.006903,-58.512696,2820
748,338,Sucursal 1,Diagonal 5 N° 936,Formosa,Formosa Capital,-26.183457,-58.185317,3600
749,338,Sucursal 2,Diag. 7 N° 31,Chaco,Barranqueras,-27.486107,-58.931713,3503
750,338,Sucursal 3,Camino Entre Ríos N° 1621,Corrientes,Corrientes Capital,-27.477947,-58.831899,3400
751,339,Sucursal 1,Diag. Jujuy N° 8682,Entre Ríos,Concepción del Uruguay,-32.481572,-58.238983,3260
752,340,Sucursal 1,Avenida 1 N° 5435,Corrientes,Curuzú Cuatiá,-29.791638,-58.051572,3460
753,340,Sucursal 2,Calle Ciudad Autónoma de Buenos Aires N° 618,Misiones,Apóstoles,-27.914497,-55.76676,3350
754,341,Sucursal 1,Diagonal Rivadavia N° 8257,Misiones,Apóstoles,-27.914374,-55.767135,3350
755,341,Sucursal 2,Avenida J.B. Alberdi N° 522,Entre Ríos,Gualeguay,-33.144449,-59.315288,2840
756,341,Sucursal 3,Calle Chilecito N° 896,Misiones,Eldorado,-26.398679,-54.617335,3380
757,342,Sucursal 1,Avenida Güemes N° 705,Formosa,Clorinda,-25.285644,-57.716959,3610
758,343,Sucursal 1,Diag. Salta N° 601,Chaco,Barranqueras,-27.483188,-58.933926,3503
759,344,Sucursal 1,Calle Tierra del Fuego N° 7027,Corrientes,Goya,-29.140054,-59.262603,3450
760,344,Sucursal 2,Avenida Mendoza N° 461,Entre Ríos,Paraná,-31.739124,-60.513361,3100
761,344,Sucursal 3,Blv. Tierra del Fuego N° 99,Misiones,Apóstoles,-27.917312,-55.767873,3350
762,344,Sucursal 4,Diagonal Santa Fe N° 8313,Chaco,Charata,-27.216932,-61.200465,3730
763,345,Sucursal 1,Avenida 5 N° 386,Entre Ríos,Gualeguaychú,-33.007698,-58.512947,2820
764,346,Sucursal 1,Av. Neuquén N° 613,Corrientes,Curuzú Cuatiá,-29.788364,-58.056621,3460
765,346,Sucursal 2,Avenida Jujuy N° 695,Entre Ríos,Gualeguay,-33.141187,-59.314334,2840
766,347,Sucursal 1,Blv. 3 N° 317,Corrientes,Mercedes,-29.181942,-58.079959,3470
767,347,Sucursal 2,Diagonal Chilecito N° 658,Corrientes,Corrientes Capital,-27.482427,-58.834058,3400
768,347,Sucursal 3,Avenida 5 N° 422,Entre Ríos,Gualeguaychú,-33.005425,-58.508505,2820
769,347,Sucursal 4,Calle Córdoba N° 3937,Corrientes,Curuzú Cuatiá,-29.7912,-58.05315,3460
770,347,Sucursal 5,Av. G. Brown N° 4160,Entre Ríos,Gualeguaychú,-33.006021,-58.50949,2820
771,348,Sucursal 1,Diagonal Paraná N° 57,Corrientes,Curuzú Cuatiá,-29.792015,-58.054604,3460
772,349,Sucursal 1,Diagonal Jujuy N° 42,Corrientes,Curuzú Cuatiá,-29.789557,-58.054995,3460
773,349,Sucursal 2,Avenida San Luis N° 479,Formosa,Clorinda,-25.282628,-57.718741,3610
774,350,Sucursal 1,Camino Alvear N° 654,Misiones,Eldorado,-26.402737,-54.618675,3380
775,350,Sucursal 2,Blv. 5 N° 81,Misiones,Posadas,-27.366707,-55.895143,3300
776,350,Sucursal 3,Avenida Rawson N° 114,Corrientes,Mercedes,-29.183327,-58.081032,3470
777,350,Sucursal 4,Avenida Neuquén N° 689,Entre Ríos,Gualeguay,-33.140428,-59.317183,2840
778,351,Sucursal 1,Camino Santa Fe N° 997,Entre Ríos,Concepción del Uruguay,-32.480988,-58.237522,3260
779,351,Sucursal 2,Diagonal J.J. Castelli N° 33,Entre Ríos,Paraná,-31.743816,-60.509109,3100
780,352,Sucursal 1,Calle Entre Ríos N° 765,Corrientes,Corrientes Capital,-27.479765,-58.836081,3400
781,353,Sucursal 1,Avenida 6 N° 823,Formosa,Formosa Capital,-26.181168,-58.183039,3600
782,353,Sucursal 2,Av. 1 N° 49,Corrientes,Corrientes Capital,-27.479852,-58.834639,3400
783,353,Sucursal 3,Av. Alvear N° 6442,Chaco,Sáenz Peña,-26.791667,-60.438246,3700
784,353,Sucursal 4,Calle Catamarca N° 808,Misiones,Puerto Iguazú,-25.597549,-54.577993,3370
785,354,Sucursal 1,Camino Córdoba N° 877,Chaco,Barranqueras,-27.481007,-58.934631,3503
786,355,Sucursal 1,Diagonal J.J. Castelli N° 8562,Formosa,Pirané,-25.731379,-59.118454,3606
787,355,Sucursal 2,Calle San Miguel de Tucumán N° 368,Chaco,Resistencia,-27.45321,-58.98468,3500
788,355,Sucursal 3,Av. Santa Fe N° 4939,Corrientes,Goya,-29.142528,-59.265505,3450
789,355,Sucursal 4,Diagonal 157 B N° 512,Formosa,Ingeniero Juárez,-23.897972,-61.851209,3636
790,355,Sucursal 5,Av. La Rioja N° 803,Corrientes,Curuzú Cuatiá,-29.792406,-58.054798,3460
791,356,Sucursal 1,Av. 149 B N° 409,Chaco,Resistencia,-27.450067,-58.984933,3500
792,356,Sucursal 2,Diagonal Mendoza N° 258,Entre Ríos,Gualeguaychú,-33.006601,-58.510366,2820
793,356,Sucursal 3,Av. San Luis N° 3775,Formosa,Pirané,-25.735235,-59.116968,3606
794,357,Sucursal 1,Camino Rivadavia N° 85,Corrientes,Goya,-29.142841,-59.263904,3450
795,357,Sucursal 2,Avenida Malvinas Argentinas N° 1613,Misiones,Oberá,-27.480915,-55.114778,3360
796,358,Sucursal 1,Av. 7 N° 32,Formosa,Pirané,-25.73591,-59.116875,3606
797,358,Sucursal 2,Boulevard Rawson N° 370,Corrientes,Paso de los Libres,-29.711632,-57.088853,3230
798,359,Sucursal 1,Diag. 7 N° 837,Formosa,Clorinda,-25.285041,-57.718446,3610
799,359,Sucursal 2,Camino 5 N° 4729,Corrientes,Goya,-29.142744,-59.261322,3450
800,360,Sucursal 1,Av. Buenos Aires N° 7075,Formosa,Formosa Capital,-26.181956,-58.182671,3600
801,361,Sucursal 1,Diagonal Malvinas Argentinas N° 23,Misiones,Puerto Iguazú,-25.596547,-54.579701,3370
802,361,Sucursal 2,Avenida Omar Nuñez N° 137,Formosa,Clorinda,-25.282849,-57.715961,3610
803,362,Sucursal 1,Calle 3 N° 122,Formosa,El Colorado,-26.299624,-59.366582,3603
804,362,Sucursal 2,Avenida Güemes N° 279,Entre Ríos,Paraná,-31.741914,-60.509652,3100
805,363,Sucursal 1,Av. Chilecito N° 33,Entre Ríos,Gualeguaychú,-33.009057,-58.512639,2820
806,364,Sucursal 1,Blv. Pte. Perón N° 1859,Corrientes,Corrientes Capital,-27.480711,-58.83282,3400
807,365,Sucursal 1,Avenida Mendoza N° 813,Chaco,Sáenz Peña,-26.790403,-60.435106,3700
808,365,Sucursal 2,Diagonal Saavedra N° 478,Misiones,Puerto Iguazú,-25.599927,-54.579502,3370
809,365,Sucursal 3,Camino 5 N° 429,Entre Ríos,Paraná,-31.743626,-60.510656,3100
810,365,Sucursal 4,Diagonal Chaco N° 972,Entre Ríos,Gualeguaychú,-33.00911,-58.509059,2820
811,366,Sucursal 1,Blv. La Rioja N° 442,Chaco,Charata,-27.21666,-61.201056,3730
812,366,Sucursal 2,Camino Chilecito N° 962,Corrientes,Corrientes Capital,-27.482817,-58.8356,3400
813,367,Sucursal 1,Diagonal 4 N° 266,Entre Ríos,Concepción del Uruguay,-32.482186,-58.234439,3260
814,367,Sucursal 2,Av. Omar Nuñez N° 138,Chaco,Resistencia,-27.452936,-58.983597,3500
815,367,Sucursal 3,Calle 2 N° 28,Entre Ríos,Concordia,-31.383425,-58.016853,3200
816,368,Sucursal 1,Blv. Pte. Perón N° 6682,Entre Ríos,Paraná,-31.744085,-60.513568,3100
817,369,Sucursal 1,Calle Santa Rosa N° 648,Formosa,Pirané,-25.730924,-59.116925,3606
818,369,Sucursal 2,Av. Rosario N° 67,Misiones,Puerto Iguazú,-25.594633,-54.581264,3370
